id	sample	name	stain	count	ancestry
704196	IPIHNSC023.T1	Ki67 hi	treg	0	"Q3: PD1+,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704197	IPIHNSC023.T1	LiveDead_HLADR hi	treg	0	"Q3: PD1+,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704198	IPIHNSC023.T1	PD1 hi	treg	11	"Q3: PD1+,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704199	IPIHNSC023.T1	Q4: PD1-,CTLA4-	treg	249	"Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704200	IPIHNSC023.T1	CD4 hi	treg	0	"Q4: PD1-,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704201	IPIHNSC023.T1	CD25 hi	treg	3	"Q4: PD1-,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704202	IPIHNSC023.T1	CD45RO hi	treg	3	"Q4: PD1-,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704203	IPIHNSC023.T1	CD127 hi	treg	51	"Q4: PD1-,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704204	IPIHNSC023.T1	CTLA4 hi	treg	0	"Q4: PD1-,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704205	IPIHNSC023.T1	FoxP3 hi	treg	2	"Q4: PD1-,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704206	IPIHNSC023.T1	ICOs hi	treg	1	"Q4: PD1-,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704207	IPIHNSC023.T1	Ki67 hi	treg	0	"Q4: PD1-,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704208	IPIHNSC023.T1	LiveDead_HLADR hi	treg	6	"Q4: PD1-,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704209	IPIHNSC023.T1	PD1 hi	treg	0	"Q4: PD1-,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704210	IPIHNSC023.T1	Q4: CD8a-,CD4-	treg	78	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704211	IPIHNSC023.T1	CD4 hi	treg	0	"Q4: CD8a-,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704212	IPIHNSC023.T1	CD25 hi	treg	0	"Q4: CD8a-,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704213	IPIHNSC023.T1	CD45RO hi	treg	13	"Q4: CD8a-,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704214	IPIHNSC023.T1	CD127 hi	treg	3	"Q4: CD8a-,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704215	IPIHNSC023.T1	CTLA4 hi	treg	2	"Q4: CD8a-,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704216	IPIHNSC023.T1	FoxP3 hi	treg	1	"Q4: CD8a-,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704217	IPIHNSC023.T1	ICOs hi	treg	0	"Q4: CD8a-,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704218	IPIHNSC023.T1	Ki67 hi	treg	8	"Q4: CD8a-,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704219	IPIHNSC023.T1	LiveDead_HLADR hi	treg	9	"Q4: CD8a-,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704220	IPIHNSC023.T1	PD1 hi	treg	1	"Q4: CD8a-,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704221	IPIHNSC023.T1	CD4 hi	treg	640	"CD45+	Live	Single Cells 2	Single Cells	Time"
704222	IPIHNSC023.T1	CD25 hi	treg	92	"CD45+	Live	Single Cells 2	Single Cells	Time"
704223	IPIHNSC023.T1	CD45RO hi	treg	295	"CD45+	Live	Single Cells 2	Single Cells	Time"
704224	IPIHNSC023.T1	CD127 hi	treg	272	"CD45+	Live	Single Cells 2	Single Cells	Time"
704225	IPIHNSC023.T1	CTLA4 hi	treg	63	"CD45+	Live	Single Cells 2	Single Cells	Time"
704226	IPIHNSC023.T1	FoxP3 hi	treg	47	"CD45+	Live	Single Cells 2	Single Cells	Time"
704227	IPIHNSC023.T1	HLADR+,CD3-	treg	130	"CD45+	Live	Single Cells 2	Single Cells	Time"
704228	IPIHNSC023.T1	CD4 hi	treg	3	"HLADR+,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704229	IPIHNSC023.T1	CD25 hi	treg	0	"HLADR+,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704230	IPIHNSC023.T1	CD45RO hi	treg	100	"HLADR+,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704231	IPIHNSC023.T1	CD127 hi	treg	1	"HLADR+,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704232	IPIHNSC023.T1	CTLA4 hi	treg	19	"HLADR+,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704233	IPIHNSC023.T1	FoxP3 hi	treg	1	"HLADR+,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704234	IPIHNSC023.T1	ICOs hi	treg	3	"HLADR+,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704235	IPIHNSC023.T1	Ki67 hi	treg	54	"HLADR+,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704236	IPIHNSC023.T1	LiveDead_HLADR hi	treg	130	"HLADR+,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704237	IPIHNSC023.T1	PD1 hi	treg	2	"HLADR+,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704238	IPIHNSC023.T1	HLADR-,CD3-	treg	545	"CD45+	Live	Single Cells 2	Single Cells	Time"
704239	IPIHNSC023.T1	CD4 hi	treg	15	"HLADR-,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704240	IPIHNSC023.T1	CD25 hi	treg	1	"HLADR-,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704241	IPIHNSC023.T1	CD45RO hi	treg	145	"HLADR-,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704242	IPIHNSC023.T1	CD127 hi	treg	2	"HLADR-,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704243	IPIHNSC023.T1	CTLA4 hi	treg	7	"HLADR-,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704244	IPIHNSC023.T1	FoxP3 hi	treg	11	"HLADR-,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704245	IPIHNSC023.T1	ICOs hi	treg	2	"HLADR-,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704246	IPIHNSC023.T1	Ki67 hi	treg	20	"HLADR-,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704247	IPIHNSC023.T1	LiveDead_HLADR hi	treg	3	"HLADR-,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704248	IPIHNSC023.T1	PD1 hi	treg	0	"HLADR-,CD3-	CD45+	Live	Single Cells 2	Single Cells	Time"
704249	IPIHNSC023.T1	ICOs hi	treg	66	"CD45+	Live	Single Cells 2	Single Cells	Time"
704250	IPIHNSC023.T1	Ki67 hi	treg	99	"CD45+	Live	Single Cells 2	Single Cells	Time"
704251	IPIHNSC023.T1	LiveDead_HLADR hi	treg	172	"CD45+	Live	Single Cells 2	Single Cells	Time"
704252	IPIHNSC023.T1	PD1 hi	treg	72	"CD45+	Live	Single Cells 2	Single Cells	Time"
704253	IPIHNSC023.T1	CD45-	treg	11045	"Live	Single Cells 2	Single Cells	Time"
704254	IPIHNSC023.T1	CD4 hi	treg	22	"CD45-	Live	Single Cells 2	Single Cells	Time"
704255	IPIHNSC023.T1	CD25 hi	treg	5	"CD45-	Live	Single Cells 2	Single Cells	Time"
704256	IPIHNSC023.T1	CD45RO hi	treg	13	"CD45-	Live	Single Cells 2	Single Cells	Time"
704257	IPIHNSC023.T1	CD127 hi	treg	1	"CD45-	Live	Single Cells 2	Single Cells	Time"
704258	IPIHNSC023.T1	CTLA4 hi	treg	107	"CD45-	Live	Single Cells 2	Single Cells	Time"
704259	IPIHNSC023.T1	FoxP3 hi	treg	246	"CD45-	Live	Single Cells 2	Single Cells	Time"
704260	IPIHNSC023.T1	ICOs hi	treg	190	"CD45-	Live	Single Cells 2	Single Cells	Time"
704261	IPIHNSC023.T1	Ki67 hi	treg	1407	"CD45-	Live	Single Cells 2	Single Cells	Time"
704262	IPIHNSC023.T1	LiveDead_HLADR hi	treg	5379	"CD45-	Live	Single Cells 2	Single Cells	Time"
704263	IPIHNSC023.T1	PD1 hi	treg	18	"CD45-	Live	Single Cells 2	Single Cells	Time"
704264	IPIHNSC023.T1	CD45RO hi	treg	1960	"Live	Single Cells 2	Single Cells	Time"
704265	IPIHNSC023.T1	CD127 hi	treg	327	"Live	Single Cells 2	Single Cells	Time"
704266	IPIHNSC023.T1	CTLA4 hi	treg	393	"Live	Single Cells 2	Single Cells	Time"
704267	IPIHNSC023.T1	FoxP3 hi	treg	293	"Live	Single Cells 2	Single Cells	Time"
704268	IPIHNSC023.T1	ICOs hi	treg	166	"Live	Single Cells 2	Single Cells	Time"
704269	IPIHNSC023.T1	Ki67 hi	treg	2111	"Live	Single Cells 2	Single Cells	Time"
704270	IPIHNSC023.T1	LiveDead_HLADR hi	treg	3443	"Live	Single Cells 2	Single Cells	Time"
704271	IPIHNSC023.T1	PD1 hi	treg	84	"Live	Single Cells 2	Single Cells	Time"
704272	IPIHNSC023.T1	Time	nktb	2255657	""
704273	IPIHNSC023.T1	Single Cells	nktb	1937657	Time
704274	IPIHNSC023.T1	Single Cells 2	nktb	1461310	"Single Cells	Time"
704275	IPIHNSC023.T1	Live	nktb	15105	"Single Cells 2	Single Cells	Time"
704276	IPIHNSC023.T1	CD4 hi	nktb	1437	"Live	Single Cells 2	Single Cells	Time"
704277	IPIHNSC023.T1	CD19 hi	nktb	9	"Live	Single Cells 2	Single Cells	Time"
704278	IPIHNSC023.T1	CD45+	nktb	3045	"Live	Single Cells 2	Single Cells	Time"
704279	IPIHNSC023.T1	CD3+ all	nktb	1659	"CD45+	Live	Single Cells 2	Single Cells	Time"
704280	IPIHNSC023.T1	CD3+,HLADR+	nktb	166	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704281	IPIHNSC023.T1	CD4 hi	nktb	25	"CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704282	IPIHNSC023.T1	CD19 hi	nktb	5	"CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704283	IPIHNSC023.T1	CD56 hi	nktb	1	"CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704284	IPIHNSC023.T1	CD137 hi	nktb	21	"CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704285	IPIHNSC023.T1	gdTCR hi	nktb	4	"CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704286	IPIHNSC023.T1	GITR hi	nktb	83	"CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704287	IPIHNSC023.T1	HLADR hi	nktb	166	"CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704288	IPIHNSC023.T1	ICOS hi	nktb	55	"CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704289	IPIHNSC023.T1	Lag3 hi	nktb	0	"CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704290	IPIHNSC023.T1	Q1: CD8a-,CD4+	nktb	24	"CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704291	IPIHNSC023.T1	CD4 hi	nktb	24	"Q1: CD8a-,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704292	IPIHNSC023.T1	CD19 hi	nktb	1	"Q1: CD8a-,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704293	IPIHNSC023.T1	CD56 hi	nktb	0	"Q1: CD8a-,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704294	IPIHNSC023.T1	CD137 hi	nktb	0	"Q1: CD8a-,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704295	IPIHNSC023.T1	gdTCR hi	nktb	2	"Q1: CD8a-,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704296	IPIHNSC023.T1	GITR hi	nktb	11	"Q1: CD8a-,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704297	IPIHNSC023.T1	HLADR hi	nktb	24	"Q1: CD8a-,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704298	IPIHNSC023.T1	ICOS hi	nktb	7	"Q1: CD8a-,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704299	IPIHNSC023.T1	Lag3 hi	nktb	0	"Q1: CD8a-,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704300	IPIHNSC023.T1	Q2: CD8a+,CD4+	nktb	0	"CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704301	IPIHNSC023.T1	CD4 hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704302	IPIHNSC023.T1	CD19 hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704303	IPIHNSC023.T1	CD56 hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704304	IPIHNSC023.T1	CD137 hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704305	IPIHNSC023.T1	gdTCR hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704306	IPIHNSC023.T1	GITR hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704307	IPIHNSC023.T1	HLADR hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704308	IPIHNSC023.T1	ICOS hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704309	IPIHNSC023.T1	Lag3 hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704310	IPIHNSC023.T1	Q3: CD8a+,CD4-	nktb	137	"CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704311	IPIHNSC023.T1	CD4 hi	nktb	1	"Q3: CD8a+,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704312	IPIHNSC023.T1	CD19 hi	nktb	1	"Q3: CD8a+,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704313	IPIHNSC023.T1	CD56 hi	nktb	1	"Q3: CD8a+,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704314	IPIHNSC023.T1	CD137 hi	nktb	19	"Q3: CD8a+,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704315	IPIHNSC023.T1	gdTCR hi	nktb	1	"Q3: CD8a+,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704316	IPIHNSC023.T1	GITR hi	nktb	69	"Q3: CD8a+,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704317	IPIHNSC023.T1	HLADR hi	nktb	137	"Q3: CD8a+,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704318	IPIHNSC023.T1	ICOS hi	nktb	45	"Q3: CD8a+,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704319	IPIHNSC023.T1	Lag3 hi	nktb	0	"Q3: CD8a+,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704320	IPIHNSC023.T1	Q4: CD8a-,CD4-	nktb	5	"CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704321	IPIHNSC023.T1	CD4 hi	nktb	0	"Q4: CD8a-,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704322	IPIHNSC023.T1	CD19 hi	nktb	3	"Q4: CD8a-,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704323	IPIHNSC023.T1	CD56 hi	nktb	0	"Q4: CD8a-,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704324	IPIHNSC023.T1	CD137 hi	nktb	2	"Q4: CD8a-,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704325	IPIHNSC023.T1	gdTCR hi	nktb	1	"Q4: CD8a-,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704326	IPIHNSC023.T1	GITR hi	nktb	3	"Q4: CD8a-,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704327	IPIHNSC023.T1	HLADR hi	nktb	5	"Q4: CD8a-,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704328	IPIHNSC023.T1	ICOS hi	nktb	3	"Q4: CD8a-,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704329	IPIHNSC023.T1	Lag3 hi	nktb	0	"Q4: CD8a-,CD4-	CD3+,HLADR+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704330	IPIHNSC023.T1	CD3+,HLADR-	nktb	1493	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704331	IPIHNSC023.T1	CD4 hi	nktb	858	"CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704332	IPIHNSC023.T1	CD19 hi	nktb	2	"CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704333	IPIHNSC023.T1	CD56 hi	nktb	4	"CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704334	IPIHNSC023.T1	CD137 hi	nktb	39	"CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704335	IPIHNSC023.T1	gdTCR hi	nktb	48	"CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704336	IPIHNSC023.T1	GITR hi	nktb	351	"CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704337	IPIHNSC023.T1	HLADR hi	nktb	31	"CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704338	IPIHNSC023.T1	ICOS hi	nktb	111	"CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704339	IPIHNSC023.T1	Lag3 hi	nktb	3	"CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704340	IPIHNSC023.T1	Q1: CD8a-,CD4+	nktb	842	"CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704341	IPIHNSC023.T1	CD4 hi	nktb	842	"Q1: CD8a-,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704342	IPIHNSC023.T1	CD19 hi	nktb	2	"Q1: CD8a-,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704343	IPIHNSC023.T1	CD56 hi	nktb	2	"Q1: CD8a-,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704344	IPIHNSC023.T1	CD137 hi	nktb	15	"Q1: CD8a-,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704345	IPIHNSC023.T1	gdTCR hi	nktb	26	"Q1: CD8a-,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704346	IPIHNSC023.T1	GITR hi	nktb	289	"Q1: CD8a-,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704347	IPIHNSC023.T1	HLADR hi	nktb	8	"Q1: CD8a-,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704348	IPIHNSC023.T1	ICOS hi	nktb	83	"Q1: CD8a-,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704349	IPIHNSC023.T1	Lag3 hi	nktb	0	"Q1: CD8a-,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704350	IPIHNSC023.T1	Q2: CD8a+,CD4+	nktb	14	"CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704351	IPIHNSC023.T1	CD4 hi	nktb	14	"Q2: CD8a+,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704352	IPIHNSC023.T1	CD19 hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704353	IPIHNSC023.T1	CD56 hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704354	IPIHNSC023.T1	CD137 hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704355	IPIHNSC023.T1	gdTCR hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704356	IPIHNSC023.T1	GITR hi	nktb	5	"Q2: CD8a+,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704357	IPIHNSC023.T1	HLADR hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704358	IPIHNSC023.T1	ICOS hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704359	IPIHNSC023.T1	Lag3 hi	nktb	0	"Q2: CD8a+,CD4+	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704360	IPIHNSC023.T1	Q3: CD8a+,CD4-	nktb	524	"CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704361	IPIHNSC023.T1	CD4 hi	nktb	1	"Q3: CD8a+,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704362	IPIHNSC023.T1	CD19 hi	nktb	0	"Q3: CD8a+,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704363	IPIHNSC023.T1	CD56 hi	nktb	0	"Q3: CD8a+,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704364	IPIHNSC023.T1	CD137 hi	nktb	24	"Q3: CD8a+,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704365	IPIHNSC023.T1	gdTCR hi	nktb	3	"Q3: CD8a+,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704366	IPIHNSC023.T1	GITR hi	nktb	49	"Q3: CD8a+,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704367	IPIHNSC023.T1	HLADR hi	nktb	22	"Q3: CD8a+,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704368	IPIHNSC023.T1	ICOS hi	nktb	27	"Q3: CD8a+,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704369	IPIHNSC023.T1	Lag3 hi	nktb	2	"Q3: CD8a+,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704370	IPIHNSC023.T1	Q4: CD8a-,CD4-	nktb	113	"CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704371	IPIHNSC023.T1	CD4 hi	nktb	1	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704372	IPIHNSC023.T1	CD19 hi	nktb	0	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704373	IPIHNSC023.T1	CD56 hi	nktb	2	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704374	IPIHNSC023.T1	CD137 hi	nktb	0	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704375	IPIHNSC023.T1	gdTCR hi	nktb	19	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704376	IPIHNSC023.T1	GITR hi	nktb	8	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704377	IPIHNSC023.T1	HLADR hi	nktb	1	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704378	IPIHNSC023.T1	ICOS hi	nktb	1	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704379	IPIHNSC023.T1	Lag3 hi	nktb	1	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
